Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,stage,tissue,create_date,version
SRR2967100,RNA-Seq,192,470904000,PRJNA304502,SAMN04304150,366987762,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456546,GSM1957048,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957048,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:47:00Z,1
SRR2967101,RNA-Seq,192,583552320,PRJNA304502,SAMN04304151,454719778,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456547,GSM1957049,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957049,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:47:00Z,1
SRR2967102,RNA-Seq,192,633418560,PRJNA304502,SAMN04304152,493710166,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456548,GSM1957050,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957050,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:48:00Z,1
SRR2967103,RNA-Seq,192,498423552,PRJNA304502,SAMN04304153,389430192,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456549,GSM1957051,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957051,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:45:00Z,1
SRR2967104,RNA-Seq,192,508977984,PRJNA304502,SAMN04304154,397993684,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456550,GSM1957052,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957052,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:45:00Z,1
SRR2967105,RNA-Seq,192,446561664,PRJNA304502,SAMN04304155,348170596,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456551,GSM1957053,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957053,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:44:00Z,1
SRR2967106,RNA-Seq,192,532674432,PRJNA304502,SAMN04304156,416413251,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456552,GSM1957054,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957054,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:46:00Z,1
SRR2967107,RNA-Seq,192,560249472,PRJNA304502,SAMN04304157,435397908,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456553,GSM1957055,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957055,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:45:00Z,1
SRR2967108,RNA-Seq,192,473349696,PRJNA304502,SAMN04304158,369518683,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456554,GSM1957056,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957056,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:45:00Z,1
SRR2967109,RNA-Seq,192,601294080,PRJNA304502,SAMN04304159,467466974,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456555,GSM1957057,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957057,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:48:00Z,1
SRR2967110,RNA-Seq,192,358696512,PRJNA304502,SAMN04304160,272873817,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456556,GSM1957058,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957058,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:44:00Z,1
SRR2967111,RNA-Seq,192,316068864,PRJNA304502,SAMN04304161,241124418,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456557,GSM1957059,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957059,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:44:00Z,1
SRR2967112,RNA-Seq,192,251109504,PRJNA304502,SAMN04304162,192583828,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456558,GSM1957060,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957060,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:48:00Z,1
SRR2967113,RNA-Seq,192,491808000,PRJNA304502,SAMN04304163,373454671,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456559,GSM1957061,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957061,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:45:00Z,1
SRR2967114,RNA-Seq,192,375231744,PRJNA304502,SAMN04304164,284172369,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456560,GSM1957062,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957062,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:48:00Z,1
SRR2967115,RNA-Seq,192,543111744,PRJNA304502,SAMN04304165,406621474,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456561,GSM1957063,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957063,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:45:00Z,1
SRR2967116,RNA-Seq,192,485817984,PRJNA304502,SAMN04304166,368660419,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456562,GSM1957064,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957064,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:45:00Z,1
SRR2967117,RNA-Seq,192,571498944,PRJNA304502,SAMN04304167,428103025,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456563,GSM1957065,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957065,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:45:00Z,1
SRR2967118,RNA-Seq,192,500762880,PRJNA304502,SAMN04304168,375257408,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456564,GSM1957066,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957066,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:49:00Z,1
SRR2967119,RNA-Seq,192,573708096,PRJNA304502,SAMN04304169,447367648,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456565,GSM1957067,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957067,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:49:00Z,1
SRR2967120,RNA-Seq,192,380365440,PRJNA304502,SAMN04304170,287939786,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456566,GSM1957068,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957068,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:46:00Z,1
SRR2967121,RNA-Seq,192,482802432,PRJNA304502,SAMN04304171,377800279,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456567,GSM1957069,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957069,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:46:00Z,1
SRR2967122,RNA-Seq,192,489370560,PRJNA304502,SAMN04304172,368046380,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456568,GSM1957070,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957070,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:46:00Z,1
SRR2967123,RNA-Seq,192,502074624,PRJNA304502,SAMN04304173,393079787,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456569,GSM1957071,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957071,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:47:00Z,1
SRR2967124,RNA-Seq,192,449908800,PRJNA304502,SAMN04304174,337372275,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456570,GSM1957072,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957072,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:50:00Z,1
SRR2967125,RNA-Seq,192,299422272,PRJNA304502,SAMN04304175,228941500,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456571,GSM1957073,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957073,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:47:00Z,1
SRR2967126,RNA-Seq,192,440946240,PRJNA304502,SAMN04304176,334800154,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456572,GSM1957074,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957074,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:47:00Z,1
SRR2967127,RNA-Seq,192,329532096,PRJNA304502,SAMN04304177,250525043,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456573,GSM1957075,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957075,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:47:00Z,1
SRR2967128,RNA-Seq,192,223740864,PRJNA304502,SAMN04304178,170592798,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456574,GSM1957076,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957076,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:46:00Z,1
SRR2967129,RNA-Seq,192,499143552,PRJNA304502,SAMN04304015,389175567,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456575,GSM1957077,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957077,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:47:00Z,1
SRR2967130,RNA-Seq,192,229706304,PRJNA304502,SAMN04304016,174912035,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456576,GSM1957078,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957078,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:46:00Z,1
SRR2967131,RNA-Seq,192,303582144,PRJNA304502,SAMN04304017,237222274,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456577,GSM1957079,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957079,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:47:00Z,1
SRR2967132,RNA-Seq,192,388109568,PRJNA304502,SAMN04304018,294333949,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456578,GSM1957080,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957080,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:47:00Z,1
SRR2967133,RNA-Seq,192,451950144,PRJNA304502,SAMN04304019,342884621,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456579,GSM1957081,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957081,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:47:00Z,1
SRR2967134,RNA-Seq,192,482298048,PRJNA304502,SAMN04304020,364021364,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456580,GSM1957082,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957082,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:51:00Z,1
SRR2967135,RNA-Seq,192,485404416,PRJNA304502,SAMN04304021,365734770,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456581,GSM1957083,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957083,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:47:00Z,1
SRR2967136,RNA-Seq,192,557426880,PRJNA304502,SAMN04304022,434746392,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456582,GSM1957084,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957084,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:47:00Z,1
SRR2967137,RNA-Seq,192,531601152,PRJNA304502,SAMN04304023,399546809,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456583,GSM1957085,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957085,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:51:00Z,1
SRR2967138,RNA-Seq,192,384488448,PRJNA304502,SAMN04304024,292458189,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456584,GSM1957086,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957086,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:48:00Z,1
SRR2967139,RNA-Seq,192,387201600,PRJNA304502,SAMN04304025,293583929,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456585,GSM1957087,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957087,iPSC 409B2,SRP066834,33 days,Dissociated whole cerebral organoid,2015-12-01T09:51:00Z,1
SRR2967140,RNA-Seq,192,353981568,PRJNA304502,SAMN04304026,272412681,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456586,GSM1957088,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957088,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:50:00Z,1
SRR2967141,RNA-Seq,192,172843392,PRJNA304502,SAMN04304027,133719105,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456587,GSM1957089,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957089,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:47:00Z,1
SRR2967142,RNA-Seq,192,382392960,PRJNA304502,SAMN04304028,292318111,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456588,GSM1957090,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957090,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:48:00Z,1
SRR2967143,RNA-Seq,192,330816576,PRJNA304502,SAMN04304029,253101834,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456589,GSM1957091,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957091,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:48:00Z,1
SRR2967144,RNA-Seq,192,401331456,PRJNA304502,SAMN04304030,306221396,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456590,GSM1957092,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957092,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:48:00Z,1
SRR2967145,RNA-Seq,192,426527616,PRJNA304502,SAMN04304031,325807258,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456591,GSM1957093,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957093,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:48:00Z,1
SRR2967146,RNA-Seq,192,445069632,PRJNA304502,SAMN04304032,340387023,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456592,GSM1957094,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957094,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:48:00Z,1
SRR2967147,RNA-Seq,192,488677632,PRJNA304502,SAMN04304033,370469864,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456593,GSM1957095,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957095,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:48:00Z,1
SRR2967148,RNA-Seq,192,495673344,PRJNA304502,SAMN04304034,374933273,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456594,GSM1957096,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957096,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:48:00Z,1
SRR2967149,RNA-Seq,192,502407552,PRJNA304502,SAMN04304035,383989126,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456595,GSM1957097,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957097,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:48:00Z,1
SRR2967150,RNA-Seq,192,367184064,PRJNA304502,SAMN04304036,278780799,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456596,GSM1957098,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957098,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:48:00Z,1
SRR2967151,RNA-Seq,192,335521536,PRJNA304502,SAMN04304037,257065389,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456597,GSM1957099,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957099,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:53:00Z,1
SRR2967152,RNA-Seq,192,373597248,PRJNA304502,SAMN04304038,285844949,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456598,GSM1957100,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957100,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:52:00Z,1
SRR2967153,RNA-Seq,192,326791488,PRJNA304502,SAMN04304039,249573562,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456599,GSM1957101,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957101,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:53:00Z,1
SRR2967154,RNA-Seq,192,347324352,PRJNA304502,SAMN04304040,263963451,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456600,GSM1957102,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957102,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:49:00Z,1
SRR2967155,RNA-Seq,192,497902464,PRJNA304502,SAMN04304041,374265624,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456601,GSM1957103,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957103,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:54:00Z,1
SRR2967156,RNA-Seq,192,588026304,PRJNA304502,SAMN04304042,439111231,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456602,GSM1957104,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957104,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:49:00Z,1
SRR2967157,RNA-Seq,192,657164544,PRJNA304502,SAMN04304043,491532872,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1456603,GSM1957105,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957105,iPSC 409B2,SRP066834,35 days,Dissociated whole cerebral organoid,2015-12-01T09:49:00Z,1
